"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"RHOA-IT1",19.5016228050132,0.16558074961475,0.375679266474771,0.440750300564883,0.659393777048849,0.999975617694874,"RHOA-IT1"
"TCTA",149.000079721726,-0.0461672852543624,0.288279728124441,-0.160147525997504,0.872764863943233,0.999975617694874,"TCTA"
"AMT",5.71339208662298,-0.116924759130114,0.40605165926035,-0.287955378246946,0.773380895564858,0.999975617694874,"AMT"
"ENSG00000283189",4.15755625010217,0.366362012312494,0.396043395787208,0.925055224274813,0.354937182291357,0.999975617694874,"ENSG00000283189"
"NICN1",0,NA,NA,NA,NA,NA,"NICN1"
"RNA5SP130",0.0349121231618211,0.384177967555478,3.33320894409395,0.11525769131161,0.908240872251225,NA,"RNA5SP130"
"DAG1",839.467462540365,-0.316375177697529,0.290199421531483,-1.09019920173482,0.275625404920755,0.999975617694874,"DAG1"
"BSN-AS2",2.32295760331989,-0.0558513798432246,0.635078719179521,-0.0879440267111782,0.929921163886081,0.999975617694874,"BSN-AS2"
"BSN",42.5884339422984,0.874086671182164,0.480409010526354,1.81946352385123,0.068840742885761,0.999975617694874,"BSN"
"BSN-AS1",0.0524958027608211,-0.206632834747937,3.33320894409395,-0.0619921637718108,0.950569072404398,NA,"BSN-AS1"
"APEH",272.532497876323,0.122794598291672,0.31133346594239,0.394415029942186,0.693274649012487,0.999975617694874,"APEH"
"MST1",31.7543857750114,0.217201961633919,0.39648197588938,0.547823040749068,0.583813416243196,0.999975617694874,"MST1"
"ENSG00000259970",0.0348628877502593,-0.137934035042354,3.33320894409395,-0.0413817547462052,0.966991557940207,NA,"ENSG00000259970"
"RNF123",228.822398147743,0.149243698916186,0.222580145162083,0.670516675274458,0.502528480010612,0.999975617694874,"RNF123"
"AMIGO3",0,NA,NA,NA,NA,NA,"AMIGO3"
"GMPPB",273.514541065556,-0.770923996751529,0.3671197584578,-2.09992510343228,0.0357354300845282,0.869733017700893,"GMPPB"
"IP6K1",303.925111324032,-0.0506253446305534,0.288042068981895,-0.175756773340409,0.860485030781231,0.999975617694874,"IP6K1"
"COX6CP14",0,NA,NA,NA,NA,NA,"COX6CP14"
"ENSG00000244730",5.52511618307486,-4.56683625227809,2.88336199624096,-1.58385809975712,0.113226014255978,0.999975617694874,"ENSG00000244730"
"CDHR4",10.8394135323982,0.704826710323783,0.817948849306769,0.861700228469226,0.38885249984566,0.999975617694874,"CDHR4"
"FAM212A",8.9296748782478,0.457256107849497,0.47006364816745,0.972753603968562,0.330675776756962,0.999975617694874,"FAM212A"
"UBA7",279.074995943696,0.161444463329792,0.380273475795298,0.424548314846702,0.671165977467685,0.999975617694874,"UBA7"
"MIR5193",0,NA,NA,NA,NA,NA,"MIR5193"
"TRAIP",34.8075865784121,0.201854133983597,0.41519193219987,0.486170655855679,0.626846174699907,0.999975617694874,"TRAIP"
"CAMKV",1.1002782482007,1.89873938169201,0.751159227807058,2.52774553170999,0.0114797523045273,NA,"CAMKV"
"RN7SL217P",0.786957488889984,-0.320577899002227,1.16153437095704,-0.275995189654257,0.782551760899562,NA,"RN7SL217P"
"ACTBP13",1.38194674996143,-0.858523503260379,0.723540212278222,-1.18655948721514,0.235401423953239,NA,"ACTBP13"
"MST1R",226.147884848914,-0.191390637708079,0.482304303232653,-0.396825482222073,0.69149615819818,0.999975617694874,"MST1R"
"ENSG00000230698",0.105244657732973,0.370440345096542,3.07736774037075,0.120375715985088,0.904185527341238,NA,"ENSG00000230698"
"ENSG00000228008",2.26958833199011,-1.2462937882552,0.617978649552093,-2.01672628845431,0.0437240849643115,0.919475055925715,"ENSG00000228008"
"MON1A",37.7613960740835,0.129338492929559,0.361966120742293,0.357322095958376,0.720850690217293,0.999975617694874,"MON1A"
"RBM6",1323.6651372235,0.11704888986796,0.281394903432304,0.415959523219008,0.67743962226071,0.999975617694874,"RBM6"
"RBM5",1429.31247342165,0.190008736410381,0.273938580945877,0.693618021069921,0.487921789215764,0.999975617694874,"RBM5"
"RBM5-AS1",0.506951983700642,-0.925248500424733,0.839808594991447,-1.10173735532459,0.270575871855347,NA,"RBM5-AS1"
"SEMA3F-AS1",4.14071370416858,-0.812714634635114,0.475027768723744,-1.71087815943609,0.0871036072119887,0.999975617694874,"SEMA3F-AS1"
"SEMA3F",251.957198310162,0.204638409924614,0.33481304365711,0.611202023939631,0.54106584365803,0.999975617694874,"SEMA3F"
"MIR566",0.733982066900426,-0.389570335542737,0.832955911546062,-0.467696225145518,0.640001840960098,NA,"MIR566"
"GNAT1",0.959434940904298,-0.865375654956818,1.25147796851965,-0.691482931961201,0.489262103129043,NA,"GNAT1"
"SLC38A3",6.2053783355055,0.882929633897775,0.70322003687188,1.2555524410614,0.209278283630563,0.999975617694874,"SLC38A3"
"GNAI2",1314.43493837793,-0.153568056954428,0.190542969641751,-0.805949740592156,0.420271829178803,0.999975617694874,"GNAI2"
"MIR5787",0.0874266867972902,0.439142083371607,2.60764316139342,0.168405742730899,0.866264090581583,NA,"MIR5787"
"ENSG00000213600",13.9580791373167,-0.154571632190557,0.339401858989413,-0.45542364632534,0.648804486720951,0.999975617694874,"ENSG00000213600"
"ENSG00000230454",37.0646287467409,0.193796046585041,0.408900920714876,0.473943776517378,0.635540000895767,0.999975617694874,"ENSG00000230454"
"SEMA3B-AS1",1.10181138906636,-0.324113796462734,0.92855867640006,-0.34905042050686,0.727051457055756,NA,"SEMA3B-AS1"
"SEMA3B",92.7132037037657,-0.0536617767163429,0.448976559677753,-0.119520218950535,0.904863222444672,0.999975617694874,"SEMA3B"
"MIR6872",0,NA,NA,NA,NA,NA,"MIR6872"
"LSMEM2",6.34303436886418,-3.98610636431697,1.71332774748455,-2.32652880931231,0.0199903574043982,0.737514052946467,"LSMEM2"
"IFRD2",144.639205114026,-0.225647871679358,0.385149229691004,-0.585871278673957,0.557962019491925,0.999975617694874,"IFRD2"
"HYAL3",10.9203830343612,0.324752662893865,0.443665190665412,0.731976881951904,0.464182678266932,0.999975617694874,"HYAL3"
"NAT6",29.0924925795188,0.165101435371398,0.388074221921882,0.425437779798298,0.670517570082813,0.999975617694874,"NAT6"
"HYAL1",65.2079978166656,-0.476916121880762,0.550658141384403,-0.866083847742181,0.386444182230618,0.999975617694874,"HYAL1"
"HYAL2",158.177270203946,0.355516695701047,0.375470485375219,0.946856569420548,0.343711871247826,0.999975617694874,"HYAL2"
"TUSC2",100.67175091379,-0.0338190930180126,0.300453653173149,-0.112560099239409,0.910379320139121,0.999975617694874,"TUSC2"
"RASSF1",165.190306662261,0.340351220773199,0.318083409536798,1.07000620142002,0.284616517338761,0.999975617694874,"RASSF1"
"RASSF1-AS1",1.55493787321463,-0.301664198305664,0.529567482165789,-0.569642601679277,0.568920127700281,NA,"RASSF1-AS1"
"ZMYND10-AS1",0.471830057847355,0.469240488625574,1.13259127810847,0.41430699467265,0.678649291914675,NA,"ZMYND10-AS1"
"ZMYND10",21.5506354970221,0.811264153991587,0.653016476012793,1.24233336185486,0.214113591096093,0.999975617694874,"ZMYND10"
"NPRL2",67.9059384494173,0.0368680787764349,0.415723841085717,0.0886840617082462,0.92933299953474,0.999975617694874,"NPRL2"
"CYB561D2",47.4448249314875,-0.715441711145457,0.39338569015025,-1.81867751943951,0.0689606433975788,0.999975617694874,"CYB561D2"
"ENSG00000272104",0,NA,NA,NA,NA,NA,"ENSG00000272104"
"TMEM115",126.289717551481,0.086490728585543,0.269625282443663,0.320781225713189,0.748376187845989,0.999975617694874,"TMEM115"
"CACNA2D2",247.295302454346,-0.712660781226092,0.766818953455981,-0.929372934790145,0.352695849125359,0.999975617694874,"CACNA2D2"
"ENSG00000271858",4.28157895114059,-0.0462001867728157,0.477160458449543,-0.0968231670388947,0.922866825733848,0.999975617694874,"ENSG00000271858"
"RNA5SP131",0,0,0,0,1,NA,"RNA5SP131"
"C3orf18",32.4644169874041,0.0683881505714049,0.360967387107247,0.189457976022322,0.849733888842965,0.999975617694874,"C3orf18"
"HEMK1",303.489156600964,0.181952345551518,0.29717359740599,0.612276282751123,0.540354978723344,0.999975617694874,"HEMK1"
"ENSG00000280382",1.15329135144262,-0.682619415436045,0.935835845389448,-0.729422172487925,0.465743458936865,NA,"ENSG00000280382"
"CISH",167.509799419007,-0.0459926817081968,0.429426391729869,-0.107102596845348,0.914707587035102,0.999975617694874,"CISH"
"MAPKAPK3",203.962678626219,-0.266670999501281,0.277544935927571,-0.960820987816086,0.336642183890265,0.999975617694874,"MAPKAPK3"
"LINC02019",6.39907055071321,-0.00692632393983413,0.354923330643656,-0.0195149863134475,0.984430281970618,0.999975617694874,"LINC02019"
"MIR4787",0.226892445728881,1.42854109720458,1.66996166047088,0.855433469533529,0.392311221320913,NA,"MIR4787"
"DOCK3",92.1886823493096,-0.0119764312066459,0.533404159807514,-0.0224528267851674,0.982086741274532,0.999975617694874,"DOCK3"
"ENSG00000228337",0.0175068402740908,-0.0692352353367703,3.33320894409395,-0.0207713457205996,0.983428055608598,NA,"ENSG00000228337"
"ENSG00000213587",0.156867729856489,-0.0967101001597144,1.64992669327171,-0.0586147860714612,0.953258933350414,NA,"ENSG00000213587"
"ZNF652P1",0.0349837424483105,0.123121966256562,3.33320894409395,0.0369379682827024,0.970534466080838,NA,"ZNF652P1"
"ST13P14",0.0174314727235235,0.191820765962145,3.33320894409395,0.0575483773083079,0.954108370413541,NA,"ST13P14"
"MANF",269.82738564891,-0.311708204018526,0.298602559332025,-1.04388992752044,0.296536318868821,0.999975617694874,"MANF"
"RBM15B",495.919574992222,-0.084048386180697,0.159256711186956,-0.527754124484149,0.597670001688161,0.999975617694874,"RBM15B"
"DCAF1",441.937661727943,-0.468783838817377,0.23370156745643,-2.00590797879341,0.0448660668277408,0.922568260351419,"DCAF1"
"RAD54L2",681.365446189751,0.140911055158334,0.246933315752827,0.570644162488717,0.568240875999168,0.999975617694874,"RAD54L2"
"RNU6ATAC29P",0,NA,NA,NA,NA,NA,"RNU6ATAC29P"
"TEX264",159.363468295615,-0.18913055840589,0.213474346616225,-0.885963870618612,0.375636996392179,0.999975617694874,"TEX264"
"RNA5SP132",0,0,0,0,1,NA,"RNA5SP132"
"GRM2",13.3275492163372,0.707618344633606,0.488264515165078,1.44925203994062,0.147267209335511,0.999975617694874,"GRM2"
"IQCF6",0,NA,NA,NA,NA,NA,"IQCF6"
"ENSG00000224792",0.0174314727235235,0.191820765962145,3.33320894409395,0.0575483773083079,0.954108370413541,NA,"ENSG00000224792"
"IQCF3",0.0350420122842238,-0.137934035042354,3.33320894409395,-0.0413817547462052,0.966991557940207,NA,"IQCF3"
"IQCF2",0.0523632059777675,-0.206632834747937,3.33320894409395,-0.0619921637718108,0.950569072404398,NA,"IQCF2"
"RN7SL504P",1.92147758980319,-1.1766468114003,0.870520772393108,-1.35165851145129,0.176484583070113,NA,"RN7SL504P"
"IQCF5-AS1",0,NA,NA,NA,NA,NA,"IQCF5-AS1"
"IQCF5",0.0348768957204642,0.123121966256562,3.33320894409395,0.0369379682827024,0.970534466080838,NA,"IQCF5"
"IQCF1",0.157170460775997,0.425406586155965,1.64967373733229,0.257873163965074,0.796504796617292,NA,"IQCF1"
"RRP9",49.2273799043947,-0.200713201390348,0.440539027530523,-0.455608218221805,0.648671732383388,0.999975617694874,"RRP9"
"PARP3",102.785590883578,0.564696434366736,0.333395713420771,1.69377233010206,0.0903085539406748,0.999975617694874,"PARP3"
"ENSG00000280422",4.95256162525534,-0.505654652059354,0.627917550515827,-0.805288292458086,0.420653336184839,0.999975617694874,"ENSG00000280422"
"GPR62",0.366837373894776,0.879444039479768,1.11818189480345,0.786494615560157,0.431577772322641,NA,"GPR62"
"PCBP4",87.4465603511119,0.236394622270157,0.409771585912412,0.576893641231353,0.564011306399138,0.999975617694874,"PCBP4"
"ENSG00000272762",0,NA,NA,NA,NA,NA,"ENSG00000272762"
"ABHD14B",180.059456708741,-0.247433081499477,0.296706926439872,-0.833930924594102,0.404319909683177,0.999975617694874,"ABHD14B"
"ABHD14A",19.5542355540172,-0.078083667994723,0.379836296314644,-0.205571897031244,0.837125331563239,0.999975617694874,"ABHD14A"
"ABHD14A-ACY1",0.157118634609077,-0.0967100998685139,1.64971699971193,-0.0586222363504779,0.953252999092018,NA,"ABHD14A-ACY1"
"ACY1",7.37195730687161,-0.521796325481374,0.453550263582409,-1.15047077993058,0.249950022436195,0.999975617694874,"ACY1"
"RPL29",435.150422689288,-0.0758658658634342,0.314004012163454,-0.241607950614154,0.80908396088612,0.999975617694874,"RPL29"
"DUSP7",317.053680139492,-0.383214926964207,0.455070096265086,-0.842100876566888,0.399731490662156,0.999975617694874,"DUSP7"
"POC1A",34.5418460336467,0.123982299090981,0.435081666359692,0.284963280867096,0.775672273689058,0.999975617694874,"POC1A"
"ALDOAP1",0.489489231340669,0.400383370166273,0.778289134269192,0.514440395653513,0.606944122712605,NA,"ALDOAP1"
"ALAS1",261.326536707992,-0.241907801963958,0.366937589010835,-0.659261436300589,0.509727901549764,0.999975617694874,"ALAS1"
"ENSG00000280003",2.55193281601598,0.0289813704270651,0.599442114721332,0.0483472377321002,0.961439508279206,0.999975617694874,"ENSG00000280003"
"TLR9",0.715663576325814,-0.790156942404104,0.819685868289685,-0.963975314168592,0.335058302402898,NA,"TLR9"
"ENSG00000173366",0,NA,NA,NA,NA,NA,"ENSG00000173366"
"TWF2",63.1126122509187,0.100023515754337,0.37191270277287,0.268943531663726,0.787973137226909,0.999975617694874,"TWF2"
"ENSG00000243224",6.34379508182323,0.414418516551221,0.455486174616624,0.909837750618953,0.362908082543587,0.999975617694874,"ENSG00000243224"
"PPM1M",123.136692398697,-0.111581909479545,0.337230445325256,-0.330877330402138,0.740737146118344,0.999975617694874,"PPM1M"
"WDR82",958.201963468808,-0.28701669386209,0.251072338533122,-1.14316334303879,0.252970778777741,0.999975617694874,"WDR82"
"MIRLET7G",1.43290376986202,0.296386661804101,0.734424484408859,0.40356315468249,0.686533984722373,NA,"MIRLET7G"
"GLYCTK",54.6712322128104,0.398247617552679,0.341907506090952,1.16478173324086,0.244107354772029,0.999975617694874,"GLYCTK"
"GLYCTK-AS1",0.751484605202321,-0.0558351128509754,0.745695499812152,-0.0748765586825197,0.940312927650638,NA,"GLYCTK-AS1"
"MIR135A1",0.104816015285144,0.370444832578246,2.19030150376641,0.169129607015853,0.865694697351508,NA,"MIR135A1"
"DNAH1",424.292498856545,0.331826850984436,0.347113687477967,0.955960144917935,0.339092370495328,0.999975617694874,"DNAH1"
"ENSG00000239557",4.75175281796732,0.0118274814053376,0.541679501866718,0.0218348328939496,0.982579708173383,0.999975617694874,"ENSG00000239557"
"BAP1",413.443167696638,0.17227470244272,0.216984973187836,0.793947617255451,0.427225927139865,0.999975617694874,"BAP1"
"PHF7",34.3267938359884,0.426364920419839,0.367386453350571,1.16053522532304,0.245830960621889,0.999975617694874,"PHF7"
"SEMA3G",77.851228027182,0.644555363988146,0.509078646953366,1.26612138978045,0.205469625751545,0.999975617694874,"SEMA3G"
"TNNC1",13.5263107552929,0.499118423320823,0.873244232010066,0.57156795891103,0.567614707638117,0.999975617694874,"TNNC1"
"NISCH",761.328773470455,0.119822936716727,0.219884566387218,0.544935639119471,0.585797783735572,0.999975617694874,"NISCH"
"STAB1",1009.51868600791,0.290052340486673,0.318700042606234,0.910110767838975,0.362764096418583,0.999975617694874,"STAB1"
"NT5DC2",224.039299134143,0.0964503953046127,0.242075255591811,0.398431450867693,0.690312178428097,0.999975617694874,"NT5DC2"
"SMIM4",65.2541994541206,-0.116625682804913,0.390914113935929,-0.298340936403305,0.765442963305373,0.999975617694874,"SMIM4"
"PBRM1",1066.34248876036,0.264368763914862,0.238447650803453,1.10870777306494,0.267556267560432,0.999975617694874,"PBRM1"
"RNU6-856P",1.24070767717818,0.424068663093168,0.579305963746011,0.732028823509739,0.464150975189443,NA,"RNU6-856P"
"RNU6ATAC16P",0.401778894734789,-0.27532837440908,0.884425069052859,-0.311307745611431,0.755566679499942,NA,"RNU6ATAC16P"
"GNL3",392.721661031042,0.0759758606186495,0.23855441748551,0.318484400412599,0.750117525784199,0.999975617694874,"GNL3"
"ENSG00000280904",0.192431384418908,0.0269491853298718,1.65109196232983,0.0163220377451564,0.986977476304269,NA,"ENSG00000280904"
"ENSG00000252787",0,NA,NA,NA,NA,NA,"ENSG00000252787"
"SNORD19",3.28602142842268,-0.224496062059717,0.478365736659538,-0.469297955216,0.638856676635907,0.999975617694874,"SNORD19"
"SNORD19B",0,NA,NA,NA,NA,NA,"SNORD19B"
"ENSG00000222345",5.99294028409454,0.143177420549944,0.435437382508643,0.32881288171693,0.742297125808955,0.999975617694874,"ENSG00000222345"
"SNORD69",4.35056258761803,-0.0459144548285765,0.478342590892735,-0.0959865496043033,0.923531255094982,0.999975617694874,"SNORD69"
"GLT8D1",226.13430548418,-0.303700161489555,0.365532848416962,-0.830842324581251,0.406062709128247,0.999975617694874,"GLT8D1"
"SPCS1",219.814386726364,-0.227953958799921,0.24126025475274,-0.944846713494289,0.344737139211933,0.999975617694874,"SPCS1"
"NEK4",257.458914026308,0.059037771663597,0.191987341797382,0.307508667555301,0.758456226680413,0.999975617694874,"NEK4"
"ENSG00000275956",0.139739961848878,0.233046234079735,2.16209983859111,0.107786990184318,0.914164663090165,NA,"ENSG00000275956"
"ENSG00000270941",0.0699911054083137,-0.0142751862430896,3.21463678349975,-0.00444068403508665,0.996456858413938,NA,"ENSG00000270941"
"ENSG00000271137",0.0174466501846001,0.191820765962145,3.33320894409395,0.0575483773083079,0.954108370413541,NA,"ENSG00000271137"
"ITIH1",3.58614778215106,-1.89014031515567,0.999250762049517,-1.89155754185154,0.0585499574248655,0.978321748902996,"ITIH1"
"ITIH3",13.5666793599496,-0.274926813518864,0.583020659349267,-0.471555868750383,0.637243832903804,0.999975617694874,"ITIH3"
"ITIH4",5.68026802511729,0.100034546127842,0.495650825306569,0.201824633432151,0.840053823114765,0.999975617694874,"ITIH4"
"ENSG00000243696",17.4337703864318,0.220624171491574,0.384772387206963,0.573388784712619,0.566381482320658,0.999975617694874,"ENSG00000243696"
"ITIH4-AS1",0.139699346370607,-0.0280115638002436,2.16215857951873,-0.0129553697243052,0.989663399670224,NA,"ITIH4-AS1"
"MUSTN1",1.55462095043966,-0.120944581387675,0.561414960953367,-0.215428141035453,0.829433531662952,NA,"MUSTN1"
"TMEM110-MUSTN1",8.45558647144011,0.275074231312762,0.414503694839634,0.663623110571269,0.506931562018559,0.999975617694874,"TMEM110-MUSTN1"
"TMEM110",23.4860677011689,0.287945659394413,0.367234665788524,0.784091716331129,0.432986295688374,0.999975617694874,"TMEM110"
"MIR8064",1.92205955879902,0.326036397327453,0.62828256482786,0.518932747110024,0.603807640683956,NA,"MIR8064"
"ENSG00000279144",4.92616839787494,0.225001974833344,0.464898311152374,0.483981054428046,0.628399314769054,0.999975617694874,"ENSG00000279144"
"SFMBT1",182.189122239673,0.114520110754663,0.257751611898556,0.444304149685532,0.656822701463335,0.999975617694874,"SFMBT1"
"ENSG00000272305",5.47065690670594,0.622567523004451,0.377227187033049,1.65037819225344,0.09886560859395,0.999975617694874,"ENSG00000272305"
"ENSG00000280417",4.1401690236513,0.318813227415938,0.523078822143605,0.609493663133644,0.542197271762186,0.999975617694874,"ENSG00000280417"
"SERBP1P3",1.18827943359219,-0.2138110813918,0.773855068550725,-0.276293443153672,0.782322691595348,NA,"SERBP1P3"
"RFT1",168.933119190263,0.312239848388187,0.377056339410658,0.828098657288778,0.407614629875045,0.999975617694874,"RFT1"
"PRKCD",298.307737529811,0.08383538552645,0.317493421405913,0.264053929543526,0.791738363164319,0.999975617694874,"PRKCD"
"TKT",1054.31757297181,0.256379972183936,0.314931698483171,0.814081190997151,0.415598440284506,0.999975617694874,"TKT"
"DCP1A",380.777755875008,0.223031285208264,0.25898819420883,0.861163907063761,0.38914777559374,0.999975617694874,"DCP1A"
"ENSG00000274967",0.2096058420413,0.480367291253154,1.33202489557666,0.360629364247124,0.718376534975842,NA,"ENSG00000274967"
"CACNA1D",301.248247519942,0.128299595149386,0.46004048085987,0.278887620736287,0.780331069003313,0.999975617694874,"CACNA1D"
"SNORD38C",1.43353754962471,1.41399070766076,0.569004625037448,2.48502498124282,0.0129542343723319,NA,"SNORD38C"
"ENSG00000212608",0,NA,NA,NA,NA,NA,"ENSG00000212608"
"ENSG00000227224",0.0524349116826338,-0.206632834747937,3.33320894409395,-0.0619921637718108,0.950569072404398,NA,"ENSG00000227224"
"ENSG00000251987",0.0175092922781874,-0.0692352353367703,3.33320894409395,-0.0207713457205996,0.983428055608598,NA,"ENSG00000251987"
"ENSG00000271916",0.0874417520253646,0.700195289774837,3.1327895738872,0.223505369020373,0.823142204940698,NA,"ENSG00000271916"
"CHDH",95.466711064281,-0.248758499928446,0.530977170313115,-0.468491893505995,0.639432866772252,0.999975617694874,"CHDH"
"IL17RB",53.0254360852245,-0.577006473310053,0.567586376227223,-1.01659676390657,0.309345294297434,0.999975617694874,"IL17RB"
"ENSG00000271976",35.3046901291151,0.125100248819246,0.347339185146562,0.360167393052582,0.718721957261043,0.999975617694874,"ENSG00000271976"
"ACTR8",213.918787222453,-0.12912945115869,0.277218971242469,-0.46580308187403,0.641356458918799,0.999975617694874,"ACTR8"
"SELENOK",131.18132876895,-0.281241583433917,0.326680419412444,-0.86090737834777,0.389289057618624,0.999975617694874,"SELENOK"
"CABYRP1",0,0,0,0,1,NA,"CABYRP1"
"CACNA2D3",61.1874663836548,0.302261288369815,0.602084401376503,0.502024778716699,0.615650091107072,0.999975617694874,"CACNA2D3"
"RPS15P5",1.59037991162414,-0.437077981105531,0.560884709431643,-0.779265281716152,0.435823461646927,NA,"RPS15P5"
"ESRG",3.38043119189996,-3.64633063795347,1.60013696185254,-2.27876158409088,0.0226812416707242,0.760439308068025,"ESRG"
"CACNA2D3-AS1",0.0523043209988381,0.0544231665509791,3.33320894409395,0.0163275592570968,0.986973071362135,NA,"CACNA2D3-AS1"
"LRTM1",0.755270002237207,-2.02999690007131,1.70629076767645,-1.1897133469436,0.234159077666367,NA,"LRTM1"
"ENSG00000239991",0.192260471331639,-0.495167306455883,2.95689267582661,-0.167462049097692,0.867006506250472,NA,"ENSG00000239991"
"LINC02017",0.0349019571153907,-0.137934035042354,3.33320894409395,-0.0413817547462052,0.966991557940207,NA,"LINC02017"
"LINC02030",0.122429259482332,-0.481427802209066,2.16991504426429,-0.221864816081909,0.824419120637362,NA,"LINC02030"
"ENSG00000242568",0.209760784570509,-0.563866919258003,1.90266724113604,-0.296356034868888,0.76695819709681,NA,"ENSG00000242568"
"ENSG00000242775",0.0699014208529955,-0.0142751883081318,3.21519472556441,-0.00443991407258415,0.996457472749075,NA,"ENSG00000242775"
"WNT5A",892.094725939181,0.00781110966430785,0.511394413480786,0.0152741396041889,0.987813473683538,0.999975617694874,"WNT5A"
"WNT5A-AS1",1.61050859413491,0.138054427328706,0.749104839768276,0.18429253156529,0.853783972531608,NA,"WNT5A-AS1"
"ENSG00000242317",1.87093146279515,-1.12965202477452,1.03704691688075,-1.08929693188069,0.276022965322877,NA,"ENSG00000242317"
"ERC2",54.4383372166348,-0.115185530580614,0.587763750118673,-0.195972498401539,0.844631691694615,0.999975617694874,"ERC2"
"ENSG00000240777",0.0174605456535015,-0.0692352353367703,3.33320894409395,-0.0207713457205996,0.983428055608598,NA,"ENSG00000240777"
"ERC2-IT1",7.35622789186437,-0.373405284992902,0.765351491118039,-0.487887316254425,0.625629659093808,0.999975617694874,"ERC2-IT1"
"MIR3938",0.314869557436489,-0.192889365237964,1.93439947044755,-0.0997153732643117,0.920570295274352,NA,"MIR3938"
"RN7SKP45",0.910359867431702,-2.31178092078261,2.02926738649171,-1.13921947209694,0.254611625893504,NA,"RN7SKP45"
"RNA5SP133",0,NA,NA,NA,NA,NA,"RNA5SP133"
"CCDC66",318.469576270562,-0.0123319196965926,0.236496029480369,-0.0521442990974875,0.958413715381206,0.999975617694874,"CCDC66"
"FAM208A",1032.81421660983,0.0764267764415079,0.254353251624621,0.300474933791292,0.76381491352018,0.999975617694874,"FAM208A"
"ARHGEF3",307.093788514891,0.0992122866016097,0.244905400891998,0.40510452705517,0.68540067896856,0.999975617694874,"ARHGEF3"
"ARHGEF3-AS1",0,0,0,0,1,NA,"ARHGEF3-AS1"
"SPATA12",2.62298960042739,0.025694215950798,0.435557543136831,0.0589915531384245,0.952958836015405,0.999975617694874,"SPATA12"
"ENSG00000272202",1.18856136090671,0.32446140519067,0.708742690761496,0.457798590969677,0.64709714820592,NA,"ENSG00000272202"
"IL17RD",154.169744769153,-1.08079537657807,0.42124371089761,-2.5657246591885,0.0102960522029254,0.586498003403714,"IL17RD"
"ENSG00000229863",0.19199428556833,-0.495167515621874,1.47419334318869,-0.335890484046566,0.736953453224371,NA,"ENSG00000229863"
"HESX1",4.29886107736176,0.212757027336972,0.401182610305988,0.530324649851347,0.595886858909297,0.999975617694874,"HESX1"
"APPL1",619.837509463132,0.192787585633181,0.22073439074397,0.873391703863652,0.382449611361034,0.999975617694874,"APPL1"
"ASB14",3.47928291988121,-0.206954479663836,0.683275810211782,-0.302885711115239,0.761976961066094,0.999975617694874,"ASB14"
"DNAH12",151.307788843169,2.05497010764699,0.675893791197522,3.04037429313573,0.00236284304562142,0.30475778204484,"DNAH12"
"ENSG00000212392",0.0175078234658761,-0.0692352353367703,3.33320894409395,-0.0207713457205996,0.983428055608598,NA,"ENSG00000212392"
"RNU6-1181P",0,NA,NA,NA,NA,NA,"RNU6-1181P"
"RNF7P1",2.35917995699003,1.46480048902379,0.849307505490629,1.72469980490471,0.0845815862296587,0.999975617694874,"RNF7P1"
"ENSG00000237186",1.20522797013237,0.847319203563578,0.845454132117956,1.00220599956257,0.316244110771651,NA,"ENSG00000237186"
"RNU6-108P",0.995619947041868,0.710008066150852,1.12767439836457,0.629621517683257,0.528942241844536,NA,"RNU6-108P"
"RNU6-483P",0,NA,NA,NA,NA,NA,"RNU6-483P"
"PDE12",278.849772520497,-0.186795299570293,0.323414243928035,-0.5775728901163,0.563552514320484,0.999975617694874,"PDE12"
"ARF4",749.079156125099,-0.088573508862932,0.213256114209179,-0.415338660705653,0.677894003332934,0.999975617694874,"ARF4"
"ARF4-AS1",6.72962359720969,0.0133420360943729,0.428541924550083,0.0311335608724407,0.975163024929447,0.999975617694874,"ARF4-AS1"
"RNU6ATAC26P",0.209697563742088,-0.302808818558837,1.88856024205386,-0.160338448208316,0.872614473358166,NA,"RNU6ATAC26P"
"DENND6A",341.201840830599,-0.0703540507231209,0.217167707477993,-0.323961842854791,0.745966922623122,0.999975617694874,"DENND6A"
"DENND6A-AS1",0.367153807479557,-0.921104517250457,1.60753487108226,-0.572991935553057,0.566650154321055,NA,"DENND6A-AS1"
"ENSG00000241933",0.8911671159743,0.0845997186314461,0.749345982210572,0.112898074640871,0.910111362786662,NA,"ENSG00000241933"
"SLMAP",884.91699177044,-0.0802463740240045,0.200847457391272,-0.399538909111884,0.68949616009976,0.999975617694874,"SLMAP"
"ENSG00000270772",0.401164549126344,-1.31467794118659,3.33256559878066,-0.394494242414196,0.693216177177889,NA,"ENSG00000270772"
"PPIAP16",2.15323555475552,-0.148236249019333,0.629045500205606,-0.23565266577836,0.813702202708861,NA,"PPIAP16"
"FLNB",3204.08395632049,-0.176735099860977,0.29519045994333,-0.598715486587563,0.549362628180199,0.999975617694874,"FLNB"
"FLNB-AS1",2.32295888809198,-0.356020093551007,0.532188071661244,-0.668974207632422,0.503511931087262,0.999975617694874,"FLNB-AS1"
"ENSG00000283148",0.105004511628826,0.370443111657405,2.56698342434375,0.144310675380426,0.885255148813122,NA,"ENSG00000283148"
